|Nazwa|Cena|Miasto|Dzielnica_N|Dzielnica_Oryg|Pokoje|Stan nieruchomości|Pow. całkowita|Wysokość wnętrza|Piętro|Liczba pięter|Liczba sypialni|Typ kuchni|łazienka razem z WC|Balkon|Stolarka okienna|Depozyt za wynajem|Dodatkowe koszty|Rynek|Forma własności|Rodzaj umowy|Typ budynku|Data dodania|Aktualizacja|Numer ogłoszenia|Liczba odsłon|Liczba Punktów Podbić|Liczba łazienek|Pow. balkonu|Taras|Pow. loggii|Rok budowy|Stan budynku|Ogrzewanie|Dostępne od|Materiał budowlany|Liczba poziomów mieszkania|Pow. łazienki|Pow. tarasu|Pow. ogródka|Pow. użytkowa|Cena do negocjacji|Typ oferty|Inwestycja|Typ nieruchomości|Typ domu|Lokalizacja garażu|Pow. działki
1648|Po remoncie, blisko Starego Miasta|645000.0|Gdańsk|Śródmieście|Śródmieście, | 2||37.0||01-Apr|||||Tak||||Wtórny|||Blok Mieszkalny|27.03.2024|12.04.2024|morizon-PAN207457|94|0|||Nie||1960.0||Co Miejskie||Cegła|||||||Sprzedaży|||||
1649|Opis nieruchomości|663069.0|Gdańsk|Ujeścisko-Łostowice|Łostowice, | 4||57.91||04-Apr|||||Tak||||Wtórny|||Blok Mieszkalny|20.03.2024|20.03.2024|morizon-PH701034|53|0|||||2024.0||Co Miejskie||YTong|||||||Sprzedaży|||||
1650|4 piętro z windą świetne do zamieszkania i wynajem|670500.0|Gdańsk|Jasień|Jasień, | 3|WYSOKI STANDARD|60.86||04-Apr|||ANEKS KUCHENNY||||||Wtórny|WŁASNOŚĆ||NISKI BLOK|31.01.2024|01.03.2024|morizon-8738/8976/OMS|188|0|||||2023.0|||||||||||Sprzedaży|||||
1651|Opis nieruchomości|672369.0|Gdańsk|Letnica|Letnica, | 3||56.74||01-Aug|||||||||Pierwotny|||Blok Mieszkalny|22.04.2024|22.04.2024|morizon-PH331389|1|0|||Tak||2024.0||Co Miejskie||YTong|||||||Sprzedaży|||||
1652|Wykończone 3 Pokoje w Nowej Inwestycji|675000.0|Gdańsk|Zakoniczyn|Zakoniczyn, | 3||61.5||01-Mar||2.0|||Tak||||Wtórny|||Blok Mieszkalny|03.04.2024|03.04.2024|morizon-HEX789598|45|0|||||2024.0||Co Miejskie|||||||||Sprzedaży|||||
1653|Wykończone 3 Pokoje w Nowej Inwestycji|675000.0|Gdańsk|Zakoniczyn|Zakoniczyn, | 3||61.5||01-Mar||2.0|||Tak||||Pierwotny|||Blok Mieszkalny|03.04.2024|03.04.2024|morizon-HEX827077|21|0|||||2024.0||Co Miejskie|||||||||Sprzedaży|||||
1654|Trzypokojowe mieszkanie/ taras 57 m2|695000.0|Gdańsk|Jasień|Jasień, | 3||51.39||04-Apr||2.0|||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|19.03.2024|03.04.2024|morizon-DH517468|83|0|||||2024.0||Co Miejskie|||||||||Sprzedaży|||||
1655|Opis nieruchomości|711600.0|Gdańsk|Letnica|Letnica, | 3||47.44||05-Aug|||||Tak||||Pierwotny|||Blok Mieszkalny|22.04.2024|22.04.2024|morizon-PH403755|1|0|||||2024.0||Co Miejskie||YTong|||||||Sprzedaży|||||
1656|"Mieszkanie w otoczeniu zieleni | Orunia Górna"|725000.0|Gdańsk|Orunia|Orunia Górna, | 3|DO REMONTU|69.0||01-Mar|||||Tak||||Wtórny||||29.03.2024|09.04.2024|morizon-338/9733/OMS|74|0|1.0||||1997.0||C.O. Z SIECI MIEJSKIEJ|||||||||Sprzedaży|||||
1657|Przytulny apartament - Słoneczny Maćkowy Potok|750000.0|Gdańsk|Ujeścisko-Łostowice|Łostowice, | 2||48.0||04-Apr|||||Tak||||Wtórny||||17.04.2024|17.04.2024|morizon-HEX624592|15|0||||||||||||||||Sprzedaży|||||
1658|Opis nieruchomości|757260.0|Gdańsk|Letnica|Letnica, | 2||54.09||03-Aug|||||Tak||||Pierwotny|||Blok Mieszkalny|22.04.2024|22.04.2024|morizon-PH480227|1|0|||||2024.0||Co Miejskie||YTong|||||||Sprzedaży|||||
1659|Gotowy biznes- 4 wynajęte pok. z widokiem na park|760000.0|Gdańsk|Zaspa|Zaspa, | 4||50.7||01-Oct|||||Tak||||Wtórny||Na wyłączność|Wieżowiec|02.04.2024|19.04.2024|morizon-DH902726|134|0|||||1989.0||Co Miejskie|31.03.2024||||||||Sprzedaży|||||
1660|Przytulny apartament w sercu Brzeźna|760000.0|Gdańsk|Brzeźno|Brzeźno, | 2||40.64||10-Dec||1.0|||Tak||||Wtórny|||Apartamentowiec|25.03.2024|10.04.2024|morizon-800507|258|0|||||2020.0||Co Miejskie|||||||||Sprzedaży|||||
1661|Mieszkanie w centrum Moreny-do własnej aranżacji|790000.0|Gdańsk|Piecki-Migowo|Piecki-Migowo, | 4|WYSOKI STANDARD|73.8||01-Apr|||ODDZIELNA||||||Wtórny|SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW|Na wyłączność|NISKI BLOK|04.03.2024|04.03.2024|morizon-15784/9376/OMS|146|0|||||1970.0||C.O. Z SIECI MIEJSKIEJ|||||||||Sprzedaży|||||
1662|Opis nieruchomości|793571.0|Gdańsk|Letnica|Letnica, | 4||75.22||02-Aug|||||Tak||||Pierwotny|||Blok Mieszkalny|22.04.2024|22.04.2024|morizon-PH743203|1|0|||||2024.0||Co Miejskie||YTong|||||||Sprzedaży|||||
1663|3 pokojowe mieszkanie w dobrej lokalizacji|799000.0|Gdańsk|Zaspa|Zaspa, | 3||63.0||03-Mar|||||||||Wtórny||||26.01.2024|26.01.2024|morizon-PH856004|382|0|||||1980.0||Co Miejskie|||||||||Sprzedaży|||||
1664|Opis nieruchomości|804854.0|Gdańsk|Letnica|Letnica, | 4||75.22||03-Aug|||||Tak||||Pierwotny|||Blok Mieszkalny|22.04.2024|22.04.2024|morizon-PH180970|1|0|||||2024.0||Co Miejskie||YTong|||||||Sprzedaży|||||
1665|Mieszkanie z halą i piwnicą Gdansk Jasień ul.Tadeusza Jasińskiego Inpro Optima|834210.0|Gdańsk|Jasień|Jasień, | 3|Wysoki standard|53.82||03-Mar|||Aneks|Tak|Tak||||Wtórny|Własność||Blok|01.04.2024|04.04.2024|morizon-gratka-34108733|185|0|||||2023.0||||Silikat|||||||Sprzedaży|||||
1666|Gdańsk Śródmieście / 2pokoje/ gotowiec inwestycyjny|849000.0|Gdańsk|Śródmieście|Śródmieście, | 2|Bardzo dobry|48.77|280 cm|01-Apr|||Aneks|Tak|Tak||||Wtórny|Własność||Blok|22.04.2024|22.04.2024|morizon-11157|1|0|1.0|2 m²|Nie||1955.0|Bardzo dobry|Miejskie|22.04.2024|Cegła|1.0|3,50 m²|||||Sprzedaży|||||
1667|Mieszkanie 500m od morza/Brzeźno/Gdańsk|879900.0|Gdańsk|Brzeźno|Brzeźno, | 3|DO REMONTU|77.0||04-Apr|||||Tak||||Wtórny|SPÓŁDZIELCZE WŁASNOŚCIOWE||NISKI BLOK|21.03.2024|21.03.2024|morizon-337/9733/OMS|121|0|1.0||||1970.0|||21.03.2024||||||||Sprzedaży|||||
1668|Blisko centrum-z ogródkiem-spokojna okolica|888444.0|Gdańsk|Ujeścisko-Łostowice|Ujeścisko, | 3||68.79||01-Apr||2.0|||||||Wtórny|||Blok Mieszkalny|05.04.2024|05.04.2024|morizon-CP925020|52|0|||||2020.0||Co Miejskie|||||||||Sprzedaży|||||
1669|Apartament w Inwestycji Nadmotławie|899000.0|Gdańsk|Śródmieście|Śródmieście, | 2|BARDZO WYSOKI STANDARD|33.5||01-Apr|||ANEKS KUCHENNY||||||Wtórny|||APARTAMENTOWIEC|22.04.2024|22.04.2024|morizon-2578/13290/OMS|1|0|1.0||||2020.0||C.O. Z SIECI MIEJSKIEJ|||||||||Sprzedaży|||||
1670|Zamieszkaj w Trójmieście -Mila Baltica|949000.0|Gdańsk|Wrzeszcz|Wrzeszcz Dolny, | 2||39.0||03-Apr|||||||||Wtórny||Na wyłączność|Apartamentowiec|07.04.2024|12.04.2024|morizon-988963|102|0|||||2016.0||Co Miejskie|||||||||Sprzedaży|||||
1671|"Powiew luksusu nad morzem | Letnica"|999000.0|Gdańsk|Letnica|Letnica, | 2||50.5||04-May|||||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|22.03.2024|18.04.2024|morizon-ON983818|84|0|||||2023.0||Co Miejskie||Pustak|||||||Sprzedaży|||||
1672|Przestronne ponad 110 m2,dwupoziomowe,winda,garaż|999000.0|Gdańsk|Gdańsk|Gdańsk, | 4|Bardzo dobry|112.0||03-Mar|||||Tak|PCV||800.0|Wtórny|||Apartamentowiec|16.03.2024|14.04.2024|morizon-SKEY-MS-47|298|0|||||2012.0||Gazowe|||2.0||||||Sprzedaży|||||
1673|Trzypokojowe mieszkanie na Wiszących Ogrodach - Gd|1099000.0|Gdańsk|Jasień|Kiełpinek, | 3||87.7||01-Apr|||Półotwarta||Nie||||Wtórny|Własność|||15.04.2024|15.04.2024|morizon-BH06926|37|0|2.0||Tak||2002.0|Bardzo dobry|C.o. miejskie|||||||||Sprzedaży|||||
1674|"Ekskluzywne 3 pokoje | Gdańsk Wrzeszcz"|1165400.0|Gdańsk|Wrzeszcz|Wrzeszcz, | 3||70.3||01-Mar|||||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|22.03.2024|18.04.2024|morizon-ON956226|165|0|||||2015.0||Co Miejskie|23.03.2024||||||||Sprzedaży|||||
1675|Klimatyczne mieszkanie z widokiem na gdańską Starówkę|1250000.0|Gdańsk|Śródmieście|Śródmieście, | 4|Do remontu|111.7|300 cm|03-Mar|||Osobna|Nie|Nie||||Wtórny|Własność|Na wyłączność|Kamienica|30.03.2024|18.04.2024|morizon-57|104|0|1.0||Nie||1860.0|Bardzo dobry|Gazowe|30.03.2024|Cegła|1.0|3,19 m²|||106,50 m²|Tak|Sprzedaży|||||
1676|Widok na Motławę, 2 pokoje 56m2|1300000.0|Gdańsk|Śródmieście|Śródmieście, | 2||56.0||01-Apr|||||Tak||||Wtórny|||Apartamentowiec|28.03.2024|15.04.2024|morizon-DH610248|113|0|||||2011.0||Co Miejskie|28.03.2024||||||||Sprzedaży|||||
1677|Luksusowy Apartament z Ogródkiem w Atrium Oliva|1725715.0|Gdańsk|Oliwa|Oliwa, | 4||77.39||01-Apr||3.0|||||||Pierwotny|||Apartamentowiec|15.04.2024|19.04.2024|morizon-198108|26|0|||Tak||||Co Miejskie|||||||||Sprzedaży|||||
1678|Mieszkanie - Gdańsk Stare Miasto|1799000.0|Gdańsk|Śródmieście|Stare Miasto, | 3||75.0||01-Apr|||Osobna||Nie||||Wtórny|Własność|Na wyłączność||12.04.2024|11.04.2024|morizon-ZA016493|89|0|1.0||Nie||1955.0|Wysoki standard|C.o. miejskie|||||||||Sprzedaży|||||
1679|Wyjątkowy apartament Park Oliwski-Opacka|1800000.0|Gdańsk|Oliwa|Gdańsk, | 3|Bardzo dobry|68.38||01-Apr|||||||||Wtórny|||Nowe budownictwo|15.04.2024|15.04.2024|morizon-BHN-MS-4170-2|28|0|||||2019.0|||||||||||Sprzedaży|||||
1680|Tuż przy UG / Balkon / Słoneczne / Przy lesie|435000.0|Gdańsk|Oliwa|Oliwa, | 1 pokój|DOBRY|25.6|260 cm|08-Oct|||ODDZIELNA||Tak||||Wtórny|WŁASNOŚĆ||WIEŻOWIEC|06.03.2024|03.04.2024|morizon-12289/8653/OMS|314|0|1.0||||1976.0||C.O. Z SIECI MIEJSKIEJ|05.03.2024|BETON|||||||Sprzedaży|||||
1681|Nowe, gotowe do wprowadzenia|439000.0|Gdańsk|Jasień|Jasień, | 1 pokój||28.0||01-May|||||Tak||||Wtórny|||Blok Mieszkalny|08.04.2024|08.04.2024|morizon-PAN441446|108|0|||Nie||2023.0||Co Miejskie||Pustak|||||||Sprzedaży|||||
1682|Inwestycja Gdańsk Jasień, 2 Pokoje z Balkonem|441000.0|Gdańsk|Jasień|Jasień| 2||33.1||04-Apr||1.0|||Tak||||Pierwotny|||Blok Mieszkalny|21.03.2024|21.03.2024|morizon-805988|50|0|||||2025.0||Co Miejskie|||||||||Sprzedaży|||||
1683|"Dwupokojowe ustawne mieszkanie | Przymorze"|449000.0|Gdańsk|Przymorze|Przymorze, | 2||29.0||03-Apr||1.0|||Tak||||Wtórny|||Blok Mieszkalny|15.03.2024|18.04.2024|morizon-ON114756|219|0|||Nie||1963.0||Co Miejskie|01.03.2024|Cegła|1.0||||||Sprzedaży|||||
1684|"Przymorze | 2 -pokojowe mieszkanie | Blisko plaży"|559000.0|Gdańsk|Przymorze|Chłopska| 2|DO REMONTU|42.0|260 cm|02-Apr|||Z OKNEM||Tak||||Wtórny|WŁASNOŚĆ||BLOK|03.04.2024|04.04.2024|morizon-25425/7649/OMS|158|0|1.0||||1970.0||C.O. Z SIECI MIEJSKIEJ|03.04.2024|CEGŁA|||||||Sprzedaży|||||
1685|Rodzinne 3 Pokojowe, Deweloper 25 lat w Branży|581500.0|Gdańsk|Jasień|Jasień| 3||57.65||04-Apr||2.0|||Tak||||Pierwotny|||Blok Mieszkalny|18.04.2024|18.04.2024|morizon-124755|19|0|||||2025.0||Co Miejskie|||||||||Sprzedaży|||||
1686|Opis nieruchomości|590748.0|Gdańsk|Letnica|Letnica, | 2||51.82||01-Apr|||||||||Wtórny|||Blok Mieszkalny|19.04.2024|22.04.2024|morizon-PH351595|21|0|||Tak||2024.0||Co Miejskie||YTong|||||||Sprzedaży|||||
1687|Idealne dla rodziny|594024.0|Gdańsk|Chełm|Czerska| 3||56.04||03-Apr||2.0|||Tak||||Pierwotny|||Blok Mieszkalny|21.04.2024|16.04.2024|morizon-ECN670832490|13|0|||||2024.0||Co Miejskie|||||||||Sprzedaży|||||
1688|Słoneczne mieszkanie z potencjałem|595000.0|Gdańsk|Suchanino|Suchanino, | 3|DO REMONTU|56.12|260 cm|05-Oct|||ODDZIELNA||Tak||||Wtórny|SPÓŁDZIELCZE WŁASNOŚCIOWE|Na wyłączność|BLOK|28.03.2024|09.04.2024|morizon-12309/8653/OMS|135|0|1.0||||1979.0||C.O. Z SIECI MIEJSKIEJ|01.04.2024|WIELKA PŁYTA|||||||Sprzedaży|||||
1689|Opis nieruchomości|607922.0|Gdańsk|Ujeścisko-Łostowice|Łostowice, | 3||48.44||04-Apr|||||Tak||||Wtórny|||Blok Mieszkalny|21.03.2024|26.03.2024|morizon-PH167678|49|0|||||2024.0||Co Miejskie||YTong|||||||Sprzedaży|||||
1690|Opis nieruchomości|608885.0|Gdańsk|Letnica|Letnica, | 2||51.82||01-Aug|||||||||Wtórny|||Blok Mieszkalny|19.04.2024|22.04.2024|morizon-PH704107|17|0|||Tak||2024.0||Co Miejskie||YTong|||||||Sprzedaży|||||
1691|2 pokoje z dwoma tarasami i widokiem na las|619000.0|Gdańsk|Jasień|Jasień, | 2||47.01||05-May|||||Tak||||Wtórny|||Blok Mieszkalny|08.04.2024|08.04.2024|morizon-PAN516291|62|0|||Tak||2021.0||Co Miejskie||Pustak|||||||Sprzedaży|||||
1692|Gotowe do zamieszkania, świeżo po remoncie|619000.0|Gdańsk|Żabianka|Żabianka, |  36,90 m² ||36.9||01-Apr||||Tak|||||Wtórny||||05.04.2024|05.04.2024|morizon-gratka-34192799|81|0||||||||||||||||Sprzedaży|||||
1693|Opis nieruchomości|629154.0|Gdańsk|Letnica|Letnica, | 3||61.7||04-Aug|||||||||Wtórny|||Blok Mieszkalny|19.04.2024|22.04.2024|morizon-PH439313|22|0|||Tak||2024.0||Co Miejskie||YTong|||||||Sprzedaży|||||
1694|Opis nieruchomości|649000.0|Gdańsk|Ujeścisko-Łostowice|Łostowice, | 3||63.94||03-Mar|||||Tak||||Wtórny|||Blok Mieszkalny|05.04.2024|05.04.2024|morizon-PH635476|60|0|||||2015.0||Co Miejskie|||||||||Sprzedaży|||||
1695|Opis nieruchomości|672369.0|Gdańsk|Letnica|Letnica, | 3||56.74||01-Aug|||||||||Wtórny|||Blok Mieszkalny|19.04.2024|22.04.2024|morizon-PH759151|23|0|||Tak||2024.0||Co Miejskie||YTong|||||||Sprzedaży|||||
1696|Wykończone l 2 pokoje l Wysoki Standard l Hala|699000.0|Gdańsk|Letnica|Letnica, | 2|BARDZO WYSOKI STANDARD|40.16|270 cm|Apr-17|||||Tak||||Wtórny|WŁASNOŚĆ|Na wyłączność||25.03.2024|26.03.2024|morizon-22810/2089/OMS|154|0|1.0||||2021.0||C.O. Z SIECI MIEJSKIEJ|01.04.2024||||||||Sprzedaży|||||
1697|Opis nieruchomości|711600.0|Gdańsk|Letnica|Letnica, | 3||47.44||05-Aug|||||Tak||||Wtórny|||Blok Mieszkalny|19.04.2024|22.04.2024|morizon-PH355538|15|0|||||2024.0||Co Miejskie||YTong|||||||Sprzedaży|||||
1698|Mieszkanie z olbrzymim potencjałem w sercu Gdańska|749000.0|Gdańsk|Śródmieście|Śródmieście, | 2||43.0||01-Mar|||||||||Wtórny||Na wyłączność|Kamienica|29.03.2024|29.03.2024|morizon-992898|83|0|||||||Co Miejskie|||||||||Sprzedaży|||||
1699|mieszkanie 2 pokojowe na sprzedaż|750000.0|Gdańsk|Przymorze|Lęborska 22| 2||42.7||01-Jun|||Aneks|Tak|||||Wtórny|Własność||Blok|07.04.2024|14.04.2024|morizon-gratka-34209921|111|0|||||2007.0|||08.04.2024|Pustak|||||||Sprzedaży|||||
1700|Opis nieruchomości|757260.0|Gdańsk|Letnica|Letnica, | 2||54.09||03-Aug|||||Tak||||Wtórny|||Blok Mieszkalny|19.04.2024|22.04.2024|morizon-PH870819|15|0|||||2024.0||Co Miejskie||YTong|||||||Sprzedaży|||||
1701|3-pokojowe mieszkanie po remoncie|765000.0|Gdańsk|Zaspa|Zaspa-Rozstaje, | 3||48.0||01-Oct||||Tak|Tak||||Wtórny|||Blok|15.04.2024|15.04.2024|morizon-gratka-34280101|116|0||||||||||||||||Sprzedaży|||||
1702|Opis nieruchomości|793571.0|Gdańsk|Letnica|Letnica, | 4||75.22||02-Aug|||||Tak||||Wtórny|||Blok Mieszkalny|19.04.2024|22.04.2024|morizon-PH518798|19|0|||||2024.0||Co Miejskie||YTong|||||||Sprzedaży|||||
1703|Wysoki standard! Modern classic! Widok na Zatokę|799000.0|Gdańsk|Oliwa|Oliwa, | 3||52.0||07-Oct|||||Tak||||Wtórny|||Blok Mieszkalny|05.04.2024|10.04.2024|morizon-BU592328|110|0|||||1980.0||Co Miejskie|||||||||Sprzedaży|||||
1704|Opis nieruchomości|804854.0|Gdańsk|Letnica|Letnica, | 4||75.22||03-Aug|||||Tak||||Wtórny|||Blok Mieszkalny|19.04.2024|22.04.2024|morizon-PH881483|22|0|||||2024.0||Co Miejskie||YTong|||||||Sprzedaży|||||
1705|IDELANIE SKOMUNIKOWANE 4 POKOJE WIDOK NA MORZE|827000.0|Gdańsk|Żabianka|Żabianka, | 4||66.7||07-Oct||3.0|||Tak||||Wtórny|||Blok Mieszkalny|27.03.2024|18.04.2024|morizon-PAN302602|132|0|||Nie||1975.0||Co Miejskie||Wielka płyta|||||||Sprzedaży|||||
1706|Gdańsk, Morena Lema, 3 pokoje|847900.0|Gdańsk|Piecki-Migowo|Morena, | 3||61.0||May-17||1.0|||Tak||||Wtórny||Na wyłączność|Apartamentowiec|07.03.2024|11.04.2024|morizon-DH844984|201|0|||||2018.0||Co Miejskie|01.04.2024|YTong|1.0||||||Sprzedaży|||||
1707|Jasne dwupokojowe mieszkanie w Łodzi|860000.0|Gdańsk|Wrzeszcz|Wrzeszcz| 2||48.3|250 cm|01-Apr|||OTWARTA||Tak||||Wtórny|SPÓŁDZIELCZE WŁASNOŚCIOWE|Na wyłączność|NISKI BLOK|19.04.2024|22.04.2024|morizon-2690/14016/OMS|25|0|1.0||||1981.0||C.O. Z SIECI MIEJSKIEJ|01.06.2024|MIESZANY|||||||Sprzedaży|||||
1708|Inwestycja w sercu Wrzeszcza, 4 osobne pokoje|899000.0|Gdańsk|Wrzeszcz|Wrzeszcz, | 4||74.0||01-Mar||4.0|||Tak||||Wtórny||Na wyłączność|Kamienica|28.03.2024|18.04.2024|morizon-ON508812|168|0|||||1920.0||Co Miejskie|25.03.2024|Cegła|||||||Sprzedaży|||||
1709|Funkcjonalne 2 Poziomowe Mieszkanie na Jasieniu|899000.0|Gdańsk|Jasień|Jasień, | 3||72.0||03-Mar||2.0|||Tak||||Wtórny|||Blok Mieszkalny|04.03.2024|03.04.2024|morizon-00325671|108|0|||||2020.0||Co Miejskie|||||||||Sprzedaży|||||
1710|Apartament 3 pokojowy 900m od morza|905528.0|Gdańsk|Letnica|Letnica| 3||87.07||Jan-17||2.0|||Tak||||Pierwotny|||Apartamentowiec|08.03.2024|07.03.2024|morizon-OF418665289|58|0|||||2024.0|||28.06.2024||||||||Sprzedaży|||||
1711|"Apartament z widokiem, inwestycja SOLVO| Przymorze"|989000.0|Gdańsk|Przymorze|Przymorze, | 2||39.04||12-Dec|||||Tak||||Wtórny||Na wyłączność|Apartamentowiec|18.03.2024|18.04.2024|morizon-ON634456|91|0|||||2018.0||Co Miejskie|||||||||Sprzedaży|||||
1712|Idealne dla rodziny, 4 pokoje, cicha okolica|995000.0|Gdańsk|Piecki-Migowo|Morena Piecki-Migowo, | 4||77.0||01-Apr||3.0|||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|20.03.2024|29.03.2024|morizon-488993|238|0|||||2015.0|||||||||||Sprzedaży|||||
1713|2 pokoje w Gdańskim Śródmieściu|998000.0|Gdańsk|Śródmieście|Śródmieście, | 2||42.3||03-Apr|||||||||Wtórny|||Kamienica|14.04.2024|14.04.2024|morizon-246687|29|0|||||1960.0||Co Miejskie|||||||||Sprzedaży|||||
1714|Stare Miasto 3 pokoje|999000.0|Gdańsk|Śródmieście|Śródmieście, | 3|Bardzo dobry|59.85||01-Mar|||Oddzielna|||Nowe plastikowe|||Wtórny|Własność|Na wyłączność|Kamienica|19.04.2024|19.04.2024|morizon-10810231|40|0|1.0||Nie||1960.0||Co miejskie||Cegła|1.0||||||Sprzedaży|||||
1715|Mieszkanie 2 pokojowe, 17 piętro, 900m od morza|1032600.0|Gdańsk|Letnica|Letnica| 2||51.63||17|17|1.0|||||||Pierwotny|||Apartamentowiec|08.03.2024|07.03.2024|morizon-OF811658343|47|0|||Tak||2024.0||Co Miejskie|28.06.2024||||||||Sprzedaży|||||
1716|Kawalerka na Wyspie z widokiem na rzekę i marinę|1062080.0|Gdańsk|Śródmieście|Śródmieście, | 1 pokój||33.19||01-Jul|||||Tak||||Wtórny||Na wyłączność|Apartamentowiec|03.04.2024|03.04.2024|morizon-DH765538|44|0|||||2024.0||Co Miejskie|||||||||Sprzedaży|||||
1717|3-pokojowy apartament w centrum Gdańska|1065900.0|Gdańsk|Śródmieście|Śródmieście, | 3||43.69||04-Apr||2.0|||Nie||||Wtórny||Na wyłączność|Kamienica|14.03.2024|14.03.2024|morizon-DH250205|62|0|||||2021.0||Co Miejskie||Cegła|||||||Sprzedaży|||||
1718|3 pokoje blisko centrum z miejscem w hali|1089000.0|Gdańsk|Siedlce|Siedlce, | 3||68.91||01-Apr||2.0|||||||Wtórny||Na wyłączność|Blok Mieszkalny|21.03.2024|15.04.2024|morizon-AG514127276|107|0|||||1998.0||Co Miejskie|||||||||Sprzedaży|||||
1719|Zainwestuj i zarabiaj w Gdańsku na Starym Mieście|1090000.0|Gdańsk|Śródmieście|Śródmieście, | 2||45.86||05-May|||||Tak||||Wtórny||||23.03.2024|01.04.2024|morizon-227289|86|0||||||||||||||||Sprzedaży|||||
1720|Apartament gotowy do wprowadzenia-blisko morza|1147000.0|Gdańsk|Letnica|Letnica, | 3||67.5||Jun-17||2.0|||||||Wtórny|||Apartamentowiec|13.03.2024|16.04.2024|morizon-CP769019|129|0|||||2024.0||Co Miejskie|||||||||Sprzedaży|||||
1721|Piękne mieszkanie w kamienicy we Wrzeszczu|1259000.0|Gdańsk|Wrzeszcz|Wrzeszcz, | 3||74.09||01-Apr||2.0|||Nie||||Wtórny||Na wyłączność|Kamienica|15.03.2024|17.04.2024|morizon-DH752780|135|0|||||1910.0||Elektryczne||Cegła|1.0||||||Sprzedaży|||||
1722|2- pokojowe mieszkanie tuż przy starówce|1400000.0|Gdańsk|Śródmieście|Śródmieście, | 2||56.0||01-Apr|||||||||Wtórny|||Apartamentowiec|09.04.2024|09.04.2024|morizon-361818|31|0|||||2006.0||Co Miejskie|||||||||Sprzedaży|||||
1723|Narożny apartament w inwestycji Mila Baltica|1560000.0|Gdańsk|Wrzeszcz|Wrzeszcz Dolny, | 3|WYSOKI STANDARD|65.0||03-Apr|||ANEKS KUCHENNY||||||Wtórny|WŁASNOŚĆ|Na wyłączność|APARTAMENTOWIEC|18.04.2024|22.04.2024|morizon-16103/9376/OMS|28|0|||||2017.0||C.O. Z SIECI MIEJSKIEJ|||||||||Sprzedaży|||||
1724|Apartament na ostatnim piętrze w Centrum|1700000.0|Gdańsk|Śródmieście|Dolne Miasto| 3||90.0||05-May||2.0|||Tak||||Wtórny|||Apartamentowiec|04.04.2024|12.04.2024|morizon-WH928553341|42|0|||||2017.0||Co Miejskie||Cegła|1.0||||||Sprzedaży|||||
1725|**ZDJĘCIA** Widok+taras+ przestrzeń przed oknami|1849000.0|Gdańsk|Letnica|Letnica, | 4||94.2||15|17||||||||Wtórny||||18.04.2024|18.04.2024|morizon-825475|27|0|||||2022.0|||||||||||Sprzedaży|||||
1726|Penthouse, Ogród na dachu, Fenomenalny widok|3490000.0|Gdańsk|Śródmieście|Śródmieście, | 5||137.0||08-Aug||4.0|||||||Wtórny|||Apartamentowiec|09.03.2024|11.04.2024|morizon-WH206643|150|0|||Tak||2024.0||Co Miejskie|30.04.2024|Inne|1.0||||||Sprzedaży|||||
1727|2 pokojowe I Zielona oaza na południu Gdańska|402934.0|Gdańsk|Orunia|Orunia Południe, | 2||33.86||02-Apr|||||Tak||||Pierwotny|||Blok Mieszkalny|10.04.2024|10.04.2024|morizon-00602794|48|0|||||2024.0||Co Miejskie|01.09.2024||||||||Sprzedaży|||||
1728|Mieszkanie z miejscem parkingowym, ul. Potęgowska|430000.0|Gdańsk||| 2||33.1||02-Apr||1.0|||Tak||||Pierwotny|||Blok Mieszkalny|08.04.2024|08.04.2024|morizon-245788|38|0|||||||Co Miejskie||Konstrukcja mieszana|||||||Sprzedaży|||||
1729|Kawalerka z ogródkiem, doskonale skomunikowana|449000.0|Gdańsk|Jasień|Jasień, | 1 pokój||31.31||01-Apr|||||||||Wtórny|||Apartamentowiec|10.04.2024|15.04.2024|morizon-NN851006|46|0|||||2021.0||Co Miejskie|||||||||Sprzedaży|||||
1730|"Słoneczne | Widok na Westerplatte | Balkon"|449900.0|Gdańsk|Nowy Port|Nowy Port, | 2|DO REMONTU|50.0|260 cm|02-Mar|||ODDZIELNA||Tak||||Wtórny|SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW||NISKI BLOK|30.03.2024|22.04.2024|morizon-12311/8653/OMS|232|0|||||1970.0||C.O. Z SIECI MIEJSKIEJ|01.05.2024|CEGŁA|||||||Sprzedaży|||||
1731|3 `pokoje na Stogach nad Wisłą|519000.0|Gdańsk|Krakowiec-Górki Zachodnie|Stogi, | 3||47.0||01-Apr|||ODDZIELNA||||||Wtórny|||NISKI BLOK|27.03.2024|22.04.2024|morizon-2407/13290/OMS|199|0|1.0||||1970.0||C.O. Z SIECI MIEJSKIEJ|||||||||Sprzedaży|||||
1732|Pod inwestycję- z potencjałem- blisko plaży|520000.0|Gdańsk|Przymorze|Przymorze, | 2||37.57||04-Oct||1.0|||Tak||||Wtórny|||Blok Mieszkalny|22.04.2024|22.04.2024|morizon-CP826180|1|0|||||||Co Miejskie|||||||||Sprzedaży|||||
